data_path,case_name
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130640,MM130640
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130536,MM130536
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130809,MM130809
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130093,MM130093
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130548,MM130548
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130852,MM130852
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130741,MM130741
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130638,MM130638
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130825,MM130825
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130170,MM130170
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130057,MM130057
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130273,MM130273
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130418,MM130418
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130467,MM130467
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130807,MM130807
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130836,MM130836
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130605,MM130605
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130210,MM130210
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130527,MM130527
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130513,MM130513
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130224,MM130224
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130351,MM130351
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130946,MM130946
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130982,MM130982
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130872,MM130872
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130089,MM130089
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130529,MM130529
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130748,MM130748
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130130,MM130130
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130019,MM130019
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130011,MM130011
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130765,MM130765
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130220,MM130220
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130435,MM130435
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130888,MM130888
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130720,MM130720
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130849,MM130849
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130599,MM130599
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130756,MM130756
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130919,MM130919
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130871,MM130871
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130819,MM130819
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130358,MM130358
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130036,MM130036
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130793,MM130793
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130843,MM130843
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130142,MM130142
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130415,MM130415
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130460,MM130460
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130258,MM130258
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130024,MM130024
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130815,MM130815
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130367,MM130367
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130596,MM130596
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130196,MM130196
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131023,MM131023
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130164,MM130164
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130114,MM130114
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130850,MM130850
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130396,MM130396
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130033,MM130033
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130095,MM130095
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130012,MM130012
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130112,MM130112
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130372,MM130372
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130512,MM130512
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130269,MM130269
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130651,MM130651
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130143,MM130143
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130194,MM130194
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130110,MM130110
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130345,MM130345
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130058,MM130058
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130648,MM130648
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130365,MM130365
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131005,MM131005
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130406,MM130406
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130973,MM130973
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130243,MM130243
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130305,MM130305
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130039,MM130039
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130407,MM130407
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130417,MM130417
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130514,MM130514
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130600,MM130600
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130232,MM130232
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130667,MM130667
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130282,MM130282
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130881,MM130881
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130993,MM130993
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130440,MM130440
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130403,MM130403
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130912,MM130912
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130632,MM130632
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130561,MM130561
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130001,MM130001
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130008,MM130008
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130083,MM130083
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130015,MM130015
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130526,MM130526
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130390,MM130390
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130107,MM130107
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130021,MM130021
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130516,MM130516
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130381,MM130381
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130203,MM130203
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130323,MM130323
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130746,MM130746
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130445,MM130445
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130702,MM130702
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130857,MM130857
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130158,MM130158
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130691,MM130691
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130214,MM130214
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130964,MM130964
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130443,MM130443
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130283,MM130283
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130906,MM130906
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130706,MM130706
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130978,MM130978
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130960,MM130960
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130589,MM130589
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130785,MM130785
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131048,MM131048
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130087,MM130087
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130105,MM130105
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130410,MM130410
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130056,MM130056
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130223,MM130223
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130900,MM130900
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130251,MM130251
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130354,MM130354
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130954,MM130954
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130339,MM130339
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130234,MM130234
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130851,MM130851
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130080,MM130080
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131047,MM131047
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130149,MM130149
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130206,MM130206
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130137,MM130137
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130892,MM130892
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130265,MM130265
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130621,MM130621
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130805,MM130805
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130045,MM130045
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130248,MM130248
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130601,MM130601
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130861,MM130861
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130687,MM130687
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130567,MM130567
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130042,MM130042
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130931,MM130931
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130191,MM130191
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130397,MM130397
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130693,MM130693
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130551,MM130551
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130181,MM130181
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131045,MM131045
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130175,MM130175
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130557,MM130557
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130981,MM130981
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130897,MM130897
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130842,MM130842
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130541,MM130541
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130321,MM130321
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131026,MM131026
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130761,MM130761
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130109,MM130109
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130386,MM130386
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130704,MM130704
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130052,MM130052
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130461,MM130461
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130177,MM130177
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130453,MM130453
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131031,MM131031
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130486,MM130486
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130159,MM130159
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130740,MM130740
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130476,MM130476
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130855,MM130855
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130859,MM130859
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130076,MM130076
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131012,MM131012
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131058,MM131058
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130463,MM130463
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130040,MM130040
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130962,MM130962
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130821,MM130821
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130822,MM130822
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130195,MM130195
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130166,MM130166
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130804,MM130804
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130184,MM130184
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130929,MM130929
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130337,MM130337
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130729,MM130729
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130678,MM130678
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130788,MM130788
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130268,MM130268
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130473,MM130473
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130864,MM130864
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131014,MM131014
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130968,MM130968
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130705,MM130705
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130503,MM130503
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130134,MM130134
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130619,MM130619
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130990,MM130990
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130331,MM130331
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130341,MM130341
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130812,MM130812
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130442,MM130442
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130617,MM130617
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130505,MM130505
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130126,MM130126
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130252,MM130252
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130049,MM130049
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130462,MM130462
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130800,MM130800
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130724,MM130724
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130545,MM130545
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130877,MM130877
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM131036,MM131036
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130662,MM130662
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130775,MM130775
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130263,MM130263
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130471,MM130471
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130901,MM130901
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130799,MM130799
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130754,MM130754
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130894,MM130894
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130688,MM130688
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130650,MM130650
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130770,MM130770
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130903,MM130903
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130193,MM130193
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130178,MM130178
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130642,MM130642
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130320,MM130320
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130928,MM130928
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130685,MM130685
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130267,MM130267
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130535,MM130535
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130944,MM130944
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130155,MM130155
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130722,MM130722
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130412,MM130412
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130029,MM130029
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130173,MM130173
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130710,MM130710
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130639,MM130639
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130791,MM130791
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130468,MM130468
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130846,MM130846
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130218,MM130218
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130270,MM130270
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130624,MM130624
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130643,MM130643
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130144,MM130144
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130630,MM130630
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130646,MM130646
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130955,MM130955
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130661,MM130661
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130712,MM130712
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130827,MM130827
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130469,MM130469
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130882,MM130882
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130157,MM130157
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130228,MM130228
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130552,MM130552
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130073,MM130073
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130028,MM130028
/workspace/QCT_Segmentation/pfdaformer/data/tulane_qct/preprocessed_training_data/MM130430,MM130430
